Brand,Model,Year,Country,Condition,Engine_Size,Horsepower,Torque,Weight,Top_Speed,Acceleration_0_100,Fuel_Type,Drivetrain,Transmission,Fuel_Efficiency,CO2_Emissions,Price,Mileage,Popularity,Safety_Rating,Number_of_Owners,Market_Demand,Insurance_Cost,Production_Units,Log_Price,Log_Mileage,Modification
BMW,Mustang GT,1994,USA,new,7.5,331,439,1020,361,6.8,Petrol,FWD,Manual,9.3,324,437999,104791,High,1,1,High,6305,1000,12.989974189358582,11.559732712077484,GT
Ford,Huracan,2011,Asia,used,4.6,557,594,1216,235,5.8,Electric,FWD,CVT,11.4,357,300913,176906,High,1,1,Medium,3333,20000,12.614579788621196,12.083379449743735,
Ford,Mustang GT,1997,USA,used,2.5,1069,1632,1037,377,2.9,Diesel,FWD,Automatic,11.9,323,342772,99744,High,4,4,Medium,13098,5000,12.744823699476596,11.510372208182511,
Chevrolet,911 Turbo S,1993,Asia,used,6.2,1332,945,1717,249,4.3,Diesel,FWD,DCT,6.0,358,132818,143892,High,4,2,High,3140,5000,11.796742578079764,11.87682524679997,Turbo
BMW,720S,1980,Asia,new,5.8,468,633,2207,234,5.4,Electric,RWD,DCT,13.7,135,413134,43007,Medium,4,4,Medium,8797,20000,12.931529695043999,10.66914142388282,
BMW,488 GTB,2021,Europe,used,7.8,208,453,2443,365,2.9,Petrol,FWD,Automatic,6.8,360,315221,238054,High,1,1,Medium,3090,200,12.66103243148448,12.380257018392841,
Ferrari,488 GTB,1999,Europe,new,4.4,507,1214,2428,362,6.7,Diesel,FWD,Automatic,5.1,375,174008,57239,High,4,1,Medium,10803,200,12.06686230099695,10.955008233670387,Turbo
Lamborghini,488 GTB,1989,USA,used,3.3,294,584,1290,284,2.4,Petrol,FWD,DCT,9.3,358,480413,184374,High,1,2,Medium,14087,20000,13.082403511144683,12.12472700607622,
Aston Martin,Mustang GT,1989,Asia,new,2.0,878,1519,1928,157,5.1,Diesel,AWD,Manual,5.9,358,415401,43184,Low,3,1,Medium,8043,100000,12.937002005049052,10.673248491714386,Nismo
BMW,Corvette Z06,2003,Asia,used,6.3,1066,843,1668,363,6.9,Petrol,FWD,CVT,14.6,425,186278,132843,High,2,2,Medium,11024,200,12.135000828819074,11.796930786449568,
Bugatti,Chiron,2013,Europe,new,5.6,284,127,1266,235,5.6,Petrol,AWD,DCT,7.8,327,92061,170867,Medium,3,1,Medium,6874,5000,11.43021754209723,12.048646607568994,GT
Ford,Chiron,2007,Europe,new,7.8,1276,283,1740,212,5.4,Electric,RWD,Automatic,7.2,187,29972,72147,Medium,1,2,Medium,12702,20000,10.308052255401128,11.186474843790089,Sport
Bugatti,Mustang GT,2006,Europe,new,6.2,1355,900,1391,340,7.0,Petrol,FWD,Manual,7.6,402,172256,125422,High,1,2,Medium,4552,50,12.056742826656855,11.739447303440985,
Lamborghini,911 Turbo S,2019,Europe,salvage,7.6,1193,1438,1657,341,6.0,Diesel,RWD,Automatic,7.8,201,54656,208392,High,3,3,Medium,2730,1000,10.908832573233795,12.247180999045778,Nismo
BMW,911 Turbo S,1980,USA,salvage,7.9,298,477,2389,307,6.9,Electric,RWD,DCT,5.6,392,123392,157534,High,3,3,Low,1425,200,11.723129662750436,11.967402934782346,
McLaren,GT-R,2012,USA,new,4.3,1223,200,2158,375,5.5,Diesel,FWD,CVT,10.4,107,66590,173019,Low,4,2,Low,11284,20000,11.10632471226177,12.061162473734365,Nismo
Ford,Mustang GT,1983,USA,new,2.6,921,893,2285,242,5.3,Electric,RWD,CVT,5.2,201,494386,21621,Medium,4,2,Low,3205,5000,13.11107389028153,9.981466593852716,
Ferrari,DBS,1986,USA,new,2.9,1483,1418,1421,287,5.8,Electric,FWD,Manual,12.5,212,346278,136997,Medium,2,1,Medium,3492,20000,12.755000087489107,11.827721606163555,
Ferrari,Huracan,1988,Europe,new,3.6,1132,1040,2165,346,2.9,Petrol,RWD,CVT,12.7,307,297998,134532,High,4,1,High,12968,20000,12.604845409777212,11.809564801089717,
Nissan,488 GTB,1995,USA,used,4.9,483,1018,2365,198,6.0,Petrol,AWD,DCT,9.0,144,386440,220772,High,4,3,High,4861,5000,12.864734483351935,12.304890303299253,RS
Porsche,Huracan,1984,USA,new,2.4,457,1683,1087,270,6.9,Diesel,AWD,DCT,14.7,109,303085,98216,High,4,1,Low,6159,50,12.621771872602688,11.494934595449308,RS
BMW,488 GTB,2013,USA,used,3.5,627,1041,1303,188,5.1,Diesel,AWD,DCT,12.8,441,297541,54689,Medium,2,2,Medium,1876,1000,12.603310670473949,10.909436156340819,
Lamborghini,M4 Competition,2002,Europe,used,3.6,474,1190,1326,183,2.1,Petrol,FWD,Manual,6.2,331,29862,28873,Medium,4,4,High,5082,5000,10.304375534901178,10.27069681518976,Nismo
Ford,M4 Competition,2022,Asia,used,1.6,772,1535,1312,251,2.4,Diesel,RWD,DCT,14.8,332,253389,37727,Low,4,2,High,13678,1000,12.442685082791346,10.538157803337096,
Porsche,Mustang GT,2004,Europe,used,3.9,918,944,2437,159,3.2,Diesel,AWD,CVT,13.5,442,387338,93118,Low,3,2,Medium,1413,100000,12.867055557567232,11.441633524075987,Supercharged
Lamborghini,M4 Competition,1992,Asia,new,2.3,506,1710,1053,158,4.5,Petrol,FWD,Manual,12.0,268,105058,189584,Medium,3,1,Medium,6494,5000,11.562277376092197,12.152592751749335,
Chevrolet,Corvette Z06,2003,Asia,new,4.4,1448,1137,1102,337,4.1,Electric,AWD,DCT,11.5,367,243818,200884,Medium,4,1,Low,12336,5000,12.404181425724458,12.210487884003584,
BMW,GT-R,1990,USA,used,2.9,1441,1222,1116,245,6.9,Petrol,AWD,DCT,11.0,336,390951,141347,High,3,2,Medium,3452,200,12.876340069283275,11.858980213746785,Track Edition
Aston Martin,911 Turbo S,1996,USA,new,6.9,1407,1656,1381,282,6.7,Diesel,FWD,Automatic,14.9,363,357497,123939,High,1,1,Low,7887,1000,12.786885046694955,11.727552856516098,
Aston Martin,Corvette Z06,2016,USA,new,2.1,563,799,2238,312,4.0,Electric,AWD,DCT,9.8,400,171141,120204,Medium,3,2,Medium,8367,20000,12.050248900242432,11.696953897555868,
BMW,Huracan,1992,Europe,salvage,7.1,630,1166,1924,288,6.0,Petrol,FWD,Manual,6.7,187,52258,238099,Low,2,2,Medium,14410,100000,10.863967403797762,12.380446032474953,
Nissan,Huracan,2006,Europe,used,5.3,1238,1371,1665,191,5.2,Electric,AWD,Automatic,7.9,253,458876,241458,Medium,4,2,High,3213,20000,13.036537479275063,12.394454965405094,
Nissan,M4 Competition,1999,USA,new,4.5,650,557,1402,229,3.2,Diesel,FWD,Manual,8.8,441,162347,87269,Medium,1,2,Medium,5604,20000,11.99749745839136,11.376762040157356,
Aston Martin,911 Turbo S,2012,Europe,used,5.1,691,1441,1698,240,6.7,Electric,AWD,DCT,8.2,206,131185,197842,Low,3,3,Low,14878,100000,11.78437144248142,12.19522906584903,Sport
McLaren,GT-R,2021,Europe,new,4.0,642,1065,1705,297,3.3,Diesel,RWD,CVT,5.3,316,194072,111061,High,1,1,Medium,11284,1000,12.175989655926436,11.617843882917262,
Ford,488 GTB,2011,Asia,salvage,2.4,645,1403,2201,328,6.4,Petrol,RWD,Automatic,5.7,258,480970,206607,Low,1,2,Low,7431,1000,13.083562256210028,12.238578557086432,Track Edition
Aston Martin,Corvette Z06,1987,Europe,new,6.5,626,895,2117,150,5.2,Electric,FWD,Automatic,5.0,411,92582,130053,High,4,2,High,1539,50,11.43586081846725,11.775705027804797,
McLaren,GT-R,2008,Asia,used,7.5,731,795,1842,367,5.1,Electric,FWD,Automatic,11.8,136,232317,156106,Low,1,2,High,10566,20000,12.355862401766085,11.958296948547432,
Porsche,720S,2019,USA,used,7.7,1144,129,1668,160,6.2,Electric,RWD,Manual,11.6,171,105225,128393,Low,2,1,Low,7315,100000,11.563865697038612,11.762858940174203,
McLaren,Chiron,1998,Europe,new,5.9,1315,277,1661,210,4.5,Diesel,FWD,Automatic,5.7,220,267087,207006,High,1,1,Low,8297,1000,12.495333471095169,12.240507888100865,
Porsche,M4 Competition,1985,Asia,used,4.2,796,987,2171,228,6.3,Petrol,AWD,CVT,8.2,271,209945,128145,High,4,3,High,9214,20000,12.254605633775569,11.760925517883296,
Lamborghini,488 GTB,2023,Europe,salvage,4.7,494,903,987,316,4.8,Petrol,AWD,CVT,7.8,326,51695,104799,High,2,4,Medium,11745,20000,10.85313568806428,11.55980905086908,
Bugatti,720S,2018,Asia,used,5.8,1096,1301,1333,253,6.9,Diesel,AWD,Automatic,9.5,316,372812,22184,Low,2,3,Medium,13919,20000,12.82883223243022,10.00717166381301,V-Spec
Lamborghini,488 GTB,2020,Asia,new,6.9,493,439,1319,197,5.3,Electric,AWD,Manual,8.6,194,157752,197481,Low,2,2,Medium,13403,20000,11.968785797655277,12.193402719929374,
Aston Martin,488 GTB,2000,Europe,used,4.0,237,1345,2176,231,3.9,Diesel,AWD,Manual,13.2,276,498595,35886,High,2,3,Medium,4913,20000,13.119551427576518,10.488130391904537,
Porsche,M4 Competition,2001,USA,salvage,7.5,1167,240,1328,365,5.8,Diesel,AWD,Manual,13.8,186,412113,17943,Low,1,1,Medium,10381,100000,12.929055289086673,9.795011076200044,RS
Aston Martin,488 GTB,2021,Asia,new,3.7,1176,258,2087,177,4.5,Petrol,AWD,DCT,7.1,201,472025,41069,Low,3,2,Low,1642,5000,13.064789347796346,10.623033206950604,
BMW,GT-R,1989,USA,used,5.0,752,793,2418,238,6.0,Diesel,FWD,Manual,6.2,423,426976,84943,High,3,1,Low,10740,200,12.964485426591416,11.349747494823452,
Ford,GT-R,1989,Europe,new,7.8,450,1710,1061,364,6.2,Electric,RWD,Manual,13.4,226,373149,163420,Medium,3,3,Medium,1241,20000,12.829735762559533,12.004084972122032,Supercharged
Ferrari,720S,2008,Europe,new,7.6,639,1482,1406,224,5.1,Diesel,AWD,Automatic,10.0,169,187785,201190,High,3,4,High,5375,50,12.143058295586663,12.212009984596895,
Aston Martin,Huracan,1995,USA,new,6.1,801,1403,1164,374,6.4,Diesel,AWD,DCT,8.2,322,20194,28888,Low,3,2,High,812,100000,9.913190327997514,10.271216178807896,Track Edition
Ford,911 Turbo S,1980,Europe,salvage,3.7,1194,1576,1009,229,4.0,Diesel,FWD,Automatic,5.5,359,286395,112743,Low,4,2,Medium,3644,100000,12.565130747490649,11.632875040871346,
McLaren,Corvette Z06,1996,Asia,used,3.0,433,163,1799,185,2.3,Electric,FWD,Manual,11.1,376,302733,218840,Low,3,4,Medium,6971,20000,12.620609811133567,12.29610071771585,
Lamborghini,Corvette Z06,2009,USA,new,2.1,1098,1302,2242,236,5.3,Diesel,RWD,Manual,7.1,397,416746,127655,Medium,4,2,Low,14318,5000,12.940234602026843,11.757094425090262,
McLaren,DBS,2005,Europe,used,6.1,494,935,2055,219,5.8,Petrol,RWD,Automatic,5.4,183,87236,5676,High,3,1,High,9298,1000,11.376383831828827,8.644178203170727,Sport
Ferrari,M4 Competition,1998,Europe,used,4.8,867,1498,2056,256,2.4,Diesel,FWD,DCT,9.4,233,378273,126290,High,3,1,Medium,12934,200,12.84337407973687,11.746344046892181,Turbo
Porsche,Mustang GT,2000,USA,used,5.3,1118,217,1293,339,5.9,Diesel,AWD,DCT,11.0,354,68456,190153,High,2,3,Low,2131,50,11.133961089914534,12.155589549159343,
BMW,Mustang GT,1996,Asia,new,4.6,1150,1681,1519,365,5.2,Petrol,AWD,Automatic,6.7,110,131612,163584,Medium,1,1,Low,6762,5000,11.787621077189046,12.005088011905706,
Ford,720S,2019,USA,salvage,4.7,281,1752,1583,379,2.6,Petrol,AWD,Manual,11.5,309,95836,218394,High,2,3,Medium,13074,20000,11.470404110689069,12.294060628817926,
BMW,488 GTB,2000,Europe,used,5.3,388,358,1451,255,4.7,Petrol,AWD,DCT,6.9,172,255216,226837,Medium,3,2,Medium,521,5000,12.449869442654192,12.331991385301933,
Bugatti,488 GTB,2020,Europe,used,7.5,836,594,1703,219,2.5,Petrol,AWD,DCT,5.2,239,81407,72731,High,4,1,Low,11719,5000,11.307228827259738,11.194536731739285,Track Edition
Aston Martin,M4 Competition,2019,USA,new,1.8,352,643,1958,159,3.6,Petrol,FWD,CVT,6.5,386,237724,211709,High,3,1,Low,12908,20000,12.378869822407644,12.262972692662986,
Porsche,Chiron,2024,Asia,new,6.7,1419,676,2494,363,6.0,Petrol,RWD,Automatic,10.9,258,23890,201647,High,3,1,Low,13887,5000,10.08125709796202,12.214278882077272,
Bugatti,Huracan,1998,Asia,new,4.1,359,1535,1621,364,2.5,Electric,RWD,DCT,11.4,270,470334,3586,Low,1,1,Medium,13894,20000,13.06120048574667,8.185071477532283,Sport
Chevrolet,DBS,1986,Asia,salvage,6.4,568,128,2295,154,4.3,Diesel,FWD,CVT,13.6,285,24692,30117,Medium,2,1,Low,2904,20000,10.114275081640754,10.312878278646764,
Aston Martin,GT-R,1996,USA,new,7.7,279,1656,930,177,5.0,Electric,AWD,CVT,5.6,149,231664,128729,Low,1,2,Low,3125,20000,12.353047641608336,11.76547246665368,Supercharged
McLaren,488 GTB,1980,Asia,used,3.6,1039,1532,2097,208,6.7,Electric,FWD,CVT,14.5,346,196115,133931,Low,2,2,High,12023,20000,12.186461599881058,11.805087487443714,
Lamborghini,DBS,2016,Asia,new,2.2,1107,1353,1716,286,5.7,Petrol,RWD,Manual,10.2,307,72969,219640,High,2,4,Medium,13457,200,11.197803676759666,12.299749674287197,RS
Ford,Corvette Z06,1985,Asia,new,3.1,1289,1197,2313,316,2.7,Diesel,RWD,Automatic,7.5,140,257008,34045,High,3,2,Low,14986,20000,12.456866382719442,10.435467830374515,
Ferrari,Chiron,2005,Asia,new,3.0,764,735,1005,390,6.8,Electric,RWD,DCT,8.7,211,299514,21380,High,2,2,Medium,1453,20000,12.609919778755959,9.97025795616998,Sport
Ferrari,GT-R,1981,Europe,restored,6.3,528,271,2198,385,4.4,Diesel,RWD,CVT,5.6,303,225083,11503,High,2,3,High,12713,20000,12.324228944848342,9.350450079960828,
McLaren,M4 Competition,2011,USA,used,2.0,751,529,2019,241,3.8,Diesel,FWD,Manual,6.1,304,340250,184560,High,1,4,Low,7598,20000,12.737438859524824,12.12573531112511,GT
Nissan,DBS,1984,USA,salvage,1.9,272,129,1916,211,2.6,Petrol,AWD,Manual,13.8,271,88774,175238,Low,2,3,Medium,4408,100000,11.393860357811288,12.07390603545184,Turbo
Ferrari,720S,2016,Asia,salvage,6.0,1077,1076,1953,238,6.7,Diesel,AWD,Automatic,6.1,226,125871,42461,High,1,3,High,5114,5000,11.743020796569024,10.656364837303839,RS
Ford,GT-R,2010,USA,new,5.2,1223,671,1693,256,4.9,Electric,FWD,Automatic,5.6,165,372834,216536,High,2,3,Medium,4159,200,12.828891241506906,12.285516712515662,
McLaren,M4 Competition,1991,USA,used,4.3,183,675,1060,187,6.9,Electric,AWD,Manual,11.0,370,471278,237993,High,1,3,High,10844,20000,13.063205554312482,12.380000742251799,
Porsche,Mustang GT,2014,Europe,new,5.3,973,999,2229,368,2.9,Petrol,AWD,Manual,8.8,133,258403,108897,High,3,2,Medium,8894,200,12.462279530646933,11.598166943279493,
Ferrari,M4 Competition,2009,USA,used,6.3,1067,387,1095,301,4.7,Electric,AWD,CVT,9.1,297,235587,78190,Low,2,4,Low,8225,100000,12.36983979567632,11.26690983039603,
BMW,M4 Competition,1985,Europe,new,2.3,681,1133,1507,341,2.5,Petrol,AWD,CVT,6.2,143,421790,106040,Low,1,3,Medium,4591,1000,12.952265209672571,11.571581090762116,
McLaren,GT-R,1994,USA,used,5.1,1180,786,1237,270,4.6,Electric,RWD,DCT,5.4,352,354621,84052,Low,1,4,High,2330,100000,12.778807712434904,11.339202831239637,
Ford,Chiron,1994,Europe,new,6.9,428,570,2061,384,6.4,Electric,AWD,CVT,13.7,260,288636,162972,Low,3,2,Low,8886,1000,12.572925122232537,12.00133982189661,
BMW,GT-R,1995,Europe,new,3.9,821,713,1689,320,2.5,Petrol,FWD,CVT,8.9,434,209206,160080,Low,3,4,High,4554,5000,12.251079471416164,11.983435216114664,GT
Aston Martin,911 Turbo S,1999,USA,new,6.5,687,1340,1346,259,3.3,Diesel,RWD,CVT,6.1,447,135134,242878,High,1,4,Medium,6966,200,11.81402955775365,12.400318655921374,
Aston Martin,Huracan,1992,Europe,new,7.0,1473,517,2233,293,5.4,Petrol,RWD,DCT,7.0,217,341476,103331,High,1,2,Medium,6231,5000,12.74103560579808,11.545702384484166,Supercharged
Ferrari,Chiron,2023,Europe,new,6.9,574,1040,2102,215,2.4,Diesel,FWD,DCT,6.0,395,179406,170919,Low,1,1,Low,6377,5000,12.097412246797676,12.048950889757961,
BMW,720S,2021,USA,used,5.8,227,1195,1236,215,4.3,Diesel,AWD,DCT,9.8,361,39978,245234,Low,2,3,Medium,2138,20000,10.596109595235319,12.409972213477623,
Lamborghini,Chiron,2010,Europe,used,6.2,1279,1612,2157,346,3.7,Petrol,RWD,DCT,13.0,174,268695,198676,High,2,3,High,8907,50,12.501335908002268,12.199435669449544,GT
Aston Martin,Corvette Z06,2013,Europe,new,6.6,187,1511,2172,195,6.2,Petrol,FWD,CVT,8.9,113,111666,163425,High,1,2,Low,14492,1000,11.623276507209265,12.004115567477047,Nismo
Lamborghini,720S,2008,Europe,new,6.3,306,1517,1031,298,2.2,Petrol,FWD,Automatic,11.2,104,113373,85684,High,3,4,High,10708,1000,11.63844736709188,11.35843306009495,
Porsche,Mustang GT,1982,Europe,new,4.5,848,1202,1148,209,6.3,Diesel,AWD,DCT,11.8,400,456295,45711,Medium,3,2,Low,14867,20000,13.030897000714457,10.730116124470554,V-Spec
McLaren,GT-R,1988,Europe,used,2.6,1438,413,2378,287,5.5,Diesel,AWD,DCT,12.1,286,483146,247469,High,4,1,Low,3281,1000,13.088076234156391,12.419044641522886,
Bugatti,M4 Competition,1990,Asia,new,3.6,795,907,1398,383,3.5,Diesel,FWD,DCT,11.1,300,195996,176619,High,4,4,Low,1175,5000,12.185854631973065,12.081755811022793,Track Edition
Ford,GT-R,1990,Europe,used,2.9,1180,1071,962,295,3.0,Diesel,AWD,CVT,10.5,398,299176,165000,Low,3,1,Medium,3446,5000,12.608790650469928,12.013706813470412,V-Spec
McLaren,Corvette Z06,2004,Europe,new,3.9,452,988,1718,239,6.8,Petrol,FWD,Manual,9.8,350,256269,226539,Low,2,2,Medium,6073,100000,12.453986855169594,12.330676808754705,
Ford,DBS,2001,Europe,new,4.7,804,229,2315,361,4.8,Petrol,AWD,CVT,9.7,254,130872,64514,Low,3,2,Low,6483,100000,11.781982666298669,11.074653033885946,Track Edition
BMW,Corvette Z06,2021,Europe,new,7.7,1403,1685,1156,318,3.7,Diesel,AWD,DCT,8.3,296,492024,81942,Low,3,2,Low,3641,100000,13.106284807191638,11.313779162585888,Sport
Porsche,911 Turbo S,1988,USA,new,7.7,975,226,2171,313,2.2,Electric,FWD,CVT,10.0,168,475117,125068,Low,1,1,Medium,13483,100000,13.071318473218009,11.73662086398848,
Chevrolet,M4 Competition,1999,Asia,new,6.5,219,1132,2187,262,2.8,Petrol,FWD,Automatic,9.8,147,65342,175141,Low,3,3,Medium,7262,100000,11.087405597783338,12.073352352446893,
Ferrari,M4 Competition,2000,USA,new,7.9,260,416,1366,234,5.0,Electric,AWD,CVT,8.2,348,143532,199841,Low,4,1,High,13367,100000,11.874320252900674,12.20528233331573,
Ford,488 GTB,1989,Asia,new,8.0,1182,958,1748,215,4.6,Electric,FWD,Manual,8.0,331,307552,86237,Low,2,1,High,7735,100000,12.6364027091004,11.364866194779287,
Ford,DBS,2001,Europe,used,7.3,791,1238,1260,195,5.8,Electric,RWD,Manual,9.5,210,35005,187110,Low,4,1,Low,3712,1000,10.463274754350781,12.139457302623786,Turbo
BMW,488 GTB,2008,Europe,new,2.1,1239,1104,1779,267,6.2,Diesel,AWD,DCT,13.0,428,454376,105881,Low,2,2,Low,11684,20000,13.026682528910852,11.570080545471289,GT
Lamborghini,Mustang GT,1988,Asia,new,4.3,187,964,2316,374,4.0,Petrol,RWD,Manual,7.5,380,54279,116639,Medium,4,1,High,13550,20000,10.901911113948804,11.666847547242485,Supercharged
McLaren,Huracan,1984,Asia,new,5.0,1210,1615,1078,300,2.5,Electric,RWD,DCT,13.5,235,178236,157715,Low,1,3,Low,1758,20000,12.09086940434063,11.968551226270009,V-Spec
Chevrolet,Huracan,2019,USA,used,2.4,1123,198,1848,316,6.0,Diesel,RWD,CVT,12.2,177,372350,204333,Medium,1,1,High,1462,1000,12.827592236780411,12.227511188887657,
Nissan,GT-R,1990,Asia,used,6.8,1178,1393,2429,244,4.8,Petrol,FWD,CVT,7.6,330,394033,72805,High,2,3,High,5974,50,12.884192478973166,11.195553648371051,Supercharged
Ferrari,Huracan,1980,Europe,used,2.6,319,849,1398,153,6.9,Diesel,AWD,DCT,5.1,354,151202,210742,High,1,4,High,5087,1000,11.926378583800576,12.25839466060311,Turbo
Bugatti,M4 Competition,2021,USA,new,4.1,1088,458,1576,318,6.0,Petrol,AWD,DCT,5.8,259,212246,203656,Low,2,3,Medium,11554,100000,12.265505969798085,12.224192485184087,
Nissan,Corvette Z06,1980,Asia,new,2.0,205,176,1191,152,3.6,Petrol,RWD,CVT,13.8,160,293954,237030,Medium,3,2,Low,12355,1000,12.591181973381264,12.375946213251236,Supercharged
McLaren,DBS,2018,Asia,new,5.0,500,1039,1487,378,4.1,Diesel,FWD,Automatic,13.1,186,180705,234802,Medium,2,4,High,5643,5000,12.104626680234938,12.366502143685802,
Ferrari,GT-R,1984,USA,new,5.4,1028,266,1717,330,3.2,Electric,AWD,Manual,8.8,100,379555,35896,Low,4,2,Medium,8331,100000,12.846757427513879,10.488409005524971,
Ford,GT-R,2001,Asia,used,6.3,980,865,998,269,4.6,Petrol,AWD,Manual,5.6,210,197448,194383,Low,2,2,Medium,7980,20000,12.193235602128661,12.177590863094522,
Bugatti,DBS,2005,Europe,used,3.8,635,1160,1080,223,5.6,Petrol,AWD,Manual,13.1,258,265070,10156,Low,3,4,Low,7009,20000,12.487752993611293,9.2259184019395,
Lamborghini,M4 Competition,1985,USA,used,5.4,312,487,1852,255,5.1,Electric,RWD,Manual,7.6,333,487057,133797,Medium,3,3,High,14475,20000,13.09613849148254,11.804086478881437,GT
Chevrolet,Mustang GT,2011,Asia,new,6.3,283,828,2326,245,3.7,Petrol,RWD,CVT,14.5,169,67568,122691,Low,3,2,Low,3801,100000,11.120904576969487,11.717432428899409,
Lamborghini,Mustang GT,1990,Europe,new,6.5,1422,1332,1273,185,6.1,Electric,RWD,Manual,10.2,180,334457,201867,High,1,3,High,3384,5000,12.720266590128919,12.215369297435268,Track Edition
Porsche,GT-R,1989,Asia,new,3.5,1032,367,1523,326,2.5,Petrol,RWD,CVT,12.2,301,396030,97753,Low,1,2,High,7986,1000,12.88924777000096,11.490209397726495,
BMW,Mustang GT,2018,USA,new,2.0,1431,269,1152,176,2.7,Electric,RWD,DCT,9.6,192,235837,174196,Low,4,2,Medium,9191,100000,12.370900407621505,12.06794212166786,
Ferrari,M4 Competition,2013,Asia,salvage,1.8,1493,833,1762,202,4.0,Petrol,AWD,CVT,5.3,171,211062,152713,Medium,1,4,High,13958,20000,12.259911946091655,11.936322170042729,
Lamborghini,911 Turbo S,2010,Asia,new,6.5,1176,1356,1021,198,5.5,Petrol,RWD,DCT,5.6,156,127741,180175,Medium,2,4,Medium,11194,20000,11.757767883795895,12.101689429936807,Turbo
Nissan,911 Turbo S,1991,Asia,salvage,4.1,655,336,1341,360,5.5,Petrol,FWD,DCT,14.8,110,111402,151872,Medium,3,3,High,6517,20000,11.62090953609476,11.930799924265962,V-Spec
BMW,488 GTB,2023,Europe,used,2.5,735,1149,1144,251,3.8,Electric,RWD,Automatic,9.1,245,191552,18699,High,1,4,Low,5819,50,12.162919811713277,9.836278802842678,
Lamborghini,Chiron,1995,Europe,new,2.8,1496,789,2414,150,5.5,Petrol,RWD,Automatic,6.8,247,199493,205235,High,1,2,High,12599,1000,12.203539439671818,12.23191581548769,V-Spec
Aston Martin,720S,2017,Asia,new,6.5,1008,980,1770,367,2.3,Diesel,RWD,Automatic,12.2,307,379661,137981,Medium,4,1,Medium,747,20000,12.84703666220191,11.834878520849376,
Porsche,Huracan,1982,Asia,used,5.4,1205,1730,1726,323,3.5,Diesel,AWD,Automatic,13.8,190,203812,197682,High,1,1,Medium,9939,50,12.22495818576387,12.194420016589424,
McLaren,Mustang GT,1981,USA,new,4.8,468,1538,1969,211,5.5,Diesel,AWD,Manual,7.7,186,405722,148437,Low,1,1,Medium,3809,20000,12.913425939724647,11.907922641626477,Supercharged
Chevrolet,911 Turbo S,1984,Asia,new,5.6,1194,423,1351,354,2.9,Petrol,FWD,Automatic,10.7,208,349975,10559,High,3,1,Medium,8676,200,12.765619859685897,9.264828557260252,
Porsche,Corvette Z06,1990,USA,new,2.5,647,1701,1195,248,3.1,Electric,AWD,Manual,7.5,382,344146,65208,High,4,3,Medium,7545,50,12.748824170659356,11.085352775198356,Supercharged
BMW,DBS,2004,Europe,new,3.6,536,1554,2064,396,2.4,Electric,RWD,Manual,13.2,304,193632,136796,Low,3,4,Medium,11359,100000,12.173719893844343,11.826253354105564,Nismo
Aston Martin,Chiron,2014,Asia,used,4.0,267,522,2444,215,3.8,Petrol,FWD,Manual,5.9,196,23267,93714,Low,1,2,Low,10419,100000,10.054834305030651,11.448013540793085,
Ferrari,488 GTB,2014,USA,new,3.6,1252,979,1989,299,6.1,Diesel,FWD,DCT,8.7,364,387161,196253,High,2,1,High,4324,1000,12.866598489072597,12.187165017602545,V-Spec
Nissan,720S,2001,Europe,used,7.1,470,499,1382,316,6.2,Electric,FWD,DCT,8.8,368,357081,189147,Low,3,3,Low,8155,100000,12.785720726263387,12.150285056386453,
Chevrolet,911 Turbo S,2016,USA,used,5.3,1469,571,1208,369,6.3,Petrol,RWD,Manual,11.4,363,356357,95956,High,2,3,Low,11348,200,12.783691122516665,11.471655453438672,
